"edge_class","mean_delta","mean_abs","n","replicate","scenario","generation"
"interior",0.00478081657905189,0.0423538649996614,85,32,"Isotropic",2804
"all",0.00478081657905189,0.0423538649996614,85,32,"Isotropic",2804
"interior",0.00432206534220349,0.0304381709138389,94,33,"Isotropic",2804
"all",0.00432206534220349,0.0304381709138389,94,33,"Isotropic",2804
"interior",0.00400784200119558,0.0298822072634798,104,34,"Isotropic",2804
"all",0.00400784200119558,0.0298822072634798,104,34,"Isotropic",2804
"interior",-0.0205464365534231,0.0658994838317402,64,35,"Isotropic",2804
"all",-0.0205464365534231,0.0658994838317402,64,35,"Isotropic",2804
"interior",0.0100041874794645,0.036209137964926,86,36,"Isotropic",2804
"all",0.0100041874794645,0.036209137964926,86,36,"Isotropic",2804
"interior",-0.00535417440670286,0.0346602188574539,80,37,"Isotropic",2804
"all",-0.00535417440670286,0.0346602188574539,80,37,"Isotropic",2804
"interior",0.0100875583808508,0.0502899099816288,94,38,"Isotropic",2804
"all",0.0100875583808508,0.0502899099816288,94,38,"Isotropic",2804
"interior",-0.00486674724290098,0.0266397008099438,89,39,"Isotropic",2804
"all",-0.00486674724290098,0.0266397008099438,89,39,"Isotropic",2804
"interior",0.00149086868781031,0.0286029205352068,104,40,"Isotropic",2804
"all",0.00149086868781031,0.0286029205352068,104,40,"Isotropic",2804
"interior",0.0113211944000329,0.0289284337253415,98,41,"Isotropic",2804
"all",0.0113211944000329,0.0289284337253415,98,41,"Isotropic",2804
"interior",0.00633919596039979,0.0258591780045702,94,42,"Isotropic",2804
"all",0.00633919596039979,0.0258591780045702,94,42,"Isotropic",2804
"interior",-0.00179754362187813,0.0335762458943447,99,43,"Isotropic",2804
"all",-0.00179754362187813,0.0335762458943447,99,43,"Isotropic",2804
"interior",-0.00996292530775456,0.0344491265126322,94,44,"Isotropic",2804
"all",-0.00996292530775456,0.0344491265126322,94,44,"Isotropic",2804
"interior",-0.00145577419035762,0.0290382587460134,109,45,"Isotropic",2804
"all",-0.00145577419035762,0.0290382587460134,109,45,"Isotropic",2804
"interior",-0.0165318050751245,0.0525494713593028,73,46,"Isotropic",2804
"all",-0.0165318050751245,0.0525494713593028,73,46,"Isotropic",2804
"interior",0.00314649542437495,0.0278260738941989,102,47,"Isotropic",2804
"all",0.00314649542437495,0.0278260738941989,102,47,"Isotropic",2804
"interior",0.0131691018054076,0.0292938794478077,114,48,"Isotropic",2804
"all",0.0131691018054076,0.0292938794478077,114,48,"Isotropic",2804
"interior",0.00926327686839739,0.0362446511511671,89,49,"Isotropic",2804
"all",0.00926327686839739,0.0362446511511671,89,49,"Isotropic",2804
"interior",0.00725005253811611,0.0304196180294388,113,50,"Isotropic",2804
"all",0.00725005253811611,0.0304196180294388,113,50,"Isotropic",2804
"interior",0.0338450940775769,0.0887707324773863,88,1,"Flux-conserved",2804
"all",0.0338450940775769,0.0887707324773863,88,1,"Flux-conserved",2804
"interior",0.0733027758878617,0.187726862151032,59,2,"Flux-conserved",2804
"all",0.0733027758878617,0.187726862151032,59,2,"Flux-conserved",2804
"interior",0.0380319091465275,0.075994544182806,126,3,"Flux-conserved",2804
"all",0.0380319091465275,0.075994544182806,126,3,"Flux-conserved",2804
"interior",0.021691246193831,0.0821537850807072,113,4,"Flux-conserved",2804
"all",0.021691246193831,0.0821537850807072,113,4,"Flux-conserved",2804
"interior",0.0135965392282299,0.0549874024962579,119,5,"Flux-conserved",2804
"all",0.0135965392282299,0.0549874024962579,119,5,"Flux-conserved",2804
"interior",0.0227206818201427,0.10664306376341,85,6,"Flux-conserved",2804
"all",0.0227206818201427,0.10664306376341,85,6,"Flux-conserved",2804
"interior",0.0389531251347688,0.132712074991788,68,7,"Flux-conserved",2804
"all",0.0389531251347688,0.132712074991788,68,7,"Flux-conserved",2804
"interior",0.058353084887587,0.121166284775031,94,8,"Flux-conserved",2804
"all",0.058353084887587,0.121166284775031,94,8,"Flux-conserved",2804
"interior",-0.0103716909065851,0.0870074626005902,81,9,"Flux-conserved",2804
"all",-0.0103716909065851,0.0870074626005902,81,9,"Flux-conserved",2804
"interior",0.0775263303688613,0.15550723398897,87,10,"Flux-conserved",2804
"all",0.0775263303688613,0.15550723398897,87,10,"Flux-conserved",2804
"interior",0.0124132761329285,0.0494014825234998,132,11,"Flux-conserved",2804
"all",0.0124132761329285,0.0494014825234998,132,11,"Flux-conserved",2804
"interior",0.0489448775070359,0.114763201479212,100,12,"Flux-conserved",2804
"all",0.0489448775070359,0.114763201479212,100,12,"Flux-conserved",2804
"interior",0.0170382300116805,0.0797400181667035,69,13,"Flux-conserved",2804
"all",0.0170382300116805,0.0797400181667035,69,13,"Flux-conserved",2804
"interior",-0.0142536750643914,0.0952672255058037,55,14,"Flux-conserved",2804
"all",-0.0142536750643914,0.0952672255058037,55,14,"Flux-conserved",2804
"interior",-0.0295945284566259,0.0492453808966019,68,15,"Flux-conserved",2804
"leaf-incident",0.800557127554451,0.800557127554451,5,15,"Flux-conserved",2804
"all",0.0272651740098862,0.100705089571797,73,15,"Flux-conserved",2804
"interior",-0.0134207940965496,0.0352083277347872,96,16,"Flux-conserved",2804
"all",-0.0134207940965496,0.0352083277347872,96,16,"Flux-conserved",2804
"interior",-0.0121832926461067,0.0710535676863455,53,17,"Flux-conserved",2804
"all",-0.0121832926461067,0.0710535676863455,53,17,"Flux-conserved",2804
"interior",0.0673570349554927,0.158482089219898,59,18,"Flux-conserved",2804
"all",0.0673570349554927,0.158482089219898,59,18,"Flux-conserved",2804
"interior",0.0672471222012773,0.143255349404598,70,19,"Flux-conserved",2804
"all",0.0672471222012773,0.143255349404598,70,19,"Flux-conserved",2804
"interior",-0.0436947200897608,0.0645802718767107,70,20,"Flux-conserved",2804
"leaf-incident",0.224036085407195,0.672108256221585,3,20,"Flux-conserved",2804
"all",-0.0326920842474202,0.0895471753429383,73,20,"Flux-conserved",2804
"interior",0.115421999208869,0.155348402791011,77,21,"Flux-conserved",2804
"all",0.115421999208869,0.155348402791011,77,21,"Flux-conserved",2804
"interior",0.047612772587462,0.132407435937695,64,22,"Flux-conserved",2804
"all",0.047612772587462,0.132407435937695,64,22,"Flux-conserved",2804
"interior",-0.00113124633030326,0.0969625271370236,56,23,"Flux-conserved",2804
"all",-0.00113124633030326,0.0969625271370236,56,23,"Flux-conserved",2804
"interior",0.00638048282034864,0.084611081497418,76,24,"Flux-conserved",2804
"all",0.00638048282034864,0.084611081497418,76,24,"Flux-conserved",2804
"interior",0.00856388540874172,0.0296506110394067,135,25,"Flux-conserved",2804
"all",0.00856388540874172,0.0296506110394067,135,25,"Flux-conserved",2804
"interior",-0.0359149119152967,0.0596101969045666,83,26,"Flux-conserved",2804
"all",-0.0359149119152967,0.0596101969045666,83,26,"Flux-conserved",2804
"interior",-0.0207377445822608,0.0657028258903869,52,27,"Flux-conserved",2804
"leaf-incident",0,0.552958294643745,2,27,"Flux-conserved",2804
"all",-0.019969679968103,0.0837493247331039,54,27,"Flux-conserved",2804
"interior",0.00629490808122977,0.0901281597117897,63,28,"Flux-conserved",2804
"all",0.00629490808122977,0.0901281597117897,63,28,"Flux-conserved",2804
"interior",0.0690660942139857,0.126200753443512,72,29,"Flux-conserved",2804
"all",0.0690660942139857,0.126200753443512,72,29,"Flux-conserved",2804
"interior",0.0469744049221711,0.109724373986283,68,30,"Flux-conserved",2804
"all",0.0469744049221711,0.109724373986283,68,30,"Flux-conserved",2804
"interior",0.00573783980567908,0.106998659146613,64,31,"Flux-conserved",2804
"all",0.00573783980567908,0.106998659146613,64,31,"Flux-conserved",2804
"interior",-0.0213743507911835,0.0603907225905068,71,32,"Flux-conserved",2804
"all",-0.0213743507911835,0.0603907225905068,71,32,"Flux-conserved",2804
"interior",-0.040388186172283,0.0962091647597042,51,33,"Flux-conserved",2804
"all",-0.040388186172283,0.0962091647597042,51,33,"Flux-conserved",2804
"interior",0.0797556583560899,0.119674042434867,109,34,"Flux-conserved",2804
"all",0.0797556583560899,0.119674042434867,109,34,"Flux-conserved",2804
"interior",-0.013880630563664,0.0566585385882917,78,35,"Flux-conserved",2804
"all",-0.013880630563664,0.0566585385882917,78,35,"Flux-conserved",2804
"interior",-0.0191024385179404,0.111297790836878,49,36,"Flux-conserved",2804
"all",-0.0191024385179404,0.111297790836878,49,36,"Flux-conserved",2804
"interior",0.0453230333041481,0.0971169630359388,84,37,"Flux-conserved",2804
"all",0.0453230333041481,0.0971169630359388,84,37,"Flux-conserved",2804
"interior",0.0382600172025858,0.127098886082769,62,38,"Flux-conserved",2804
"all",0.0382600172025858,0.127098886082769,62,38,"Flux-conserved",2804
"interior",-0.0191227067771203,0.0615515042306682,75,39,"Flux-conserved",2804
"all",-0.0191227067771203,0.0615515042306682,75,39,"Flux-conserved",2804
"interior",-0.0299706700052057,0.11231411815748,52,40,"Flux-conserved",2804
"all",-0.0299706700052057,0.11231411815748,52,40,"Flux-conserved",2804
"interior",-0.0339036816670602,0.0800654153643465,56,41,"Flux-conserved",2804
"leaf-incident",0.509223248784667,0.509223248784667,1,41,"Flux-conserved",2804
"all",-0.0243751390275562,0.0875945001611943,57,41,"Flux-conserved",2804
"interior",0.0320884785911772,0.152484434531791,58,42,"Flux-conserved",2804
"all",0.0320884785911772,0.152484434531791,58,42,"Flux-conserved",2804
"interior",0.020878111321058,0.0637739488109892,103,43,"Flux-conserved",2804
"all",0.020878111321058,0.0637739488109892,103,43,"Flux-conserved",2804
"interior",0.0574079142712147,0.0818210603635668,143,44,"Flux-conserved",2804
"all",0.0574079142712147,0.0818210603635668,143,44,"Flux-conserved",2804
"interior",0.0511827462314973,0.0806830973534806,128,45,"Flux-conserved",2804
"all",0.0511827462314973,0.0806830973534806,128,45,"Flux-conserved",2804
"interior",-0.00986719808466119,0.0806212402120089,74,46,"Flux-conserved",2804
"all",-0.00986719808466119,0.0806212402120089,74,46,"Flux-conserved",2804
"interior",-0.0121817379732877,0.0802594283178556,74,47,"Flux-conserved",2804
"all",-0.0121817379732877,0.0802594283178556,74,47,"Flux-conserved",2804
"interior",-0.0452394502272062,0.0752956873467093,61,48,"Flux-conserved",2804
"leaf-incident",0.287185901382503,0.287185901382503,1,48,"Flux-conserved",2804
"all",-0.0398777510076948,0.0787132714440608,62,48,"Flux-conserved",2804
"interior",0.0404385821760999,0.123669078043019,71,49,"Flux-conserved",2804
"all",0.0404385821760999,0.123669078043019,71,49,"Flux-conserved",2804
"interior",-0.0256763960900774,0.0865637351073246,58,50,"Flux-conserved",2804
"all",-0.0256763960900774,0.0865637351073246,58,50,"Flux-conserved",2804
"interior",-0.0282647240476034,0.0635654455682513,67,1,"Rate-conserved",2804
"all",-0.0282647240476034,0.0635654455682513,67,1,"Rate-conserved",2804
"interior",0.00885212276808745,0.079886187735613,71,2,"Rate-conserved",2804
"all",0.00885212276808745,0.079886187735613,71,2,"Rate-conserved",2804
"interior",0.00482660181778097,0.0738083140375194,97,3,"Rate-conserved",2804
"all",0.00482660181778097,0.0738083140375194,97,3,"Rate-conserved",2804
"interior",-0.014498645160179,0.0383992991811746,102,4,"Rate-conserved",2804
"all",-0.014498645160179,0.0383992991811746,102,4,"Rate-conserved",2804
"interior",-0.011731457086776,0.0645069441388334,81,5,"Rate-conserved",2804
"all",-0.011731457086776,0.0645069441388334,81,5,"Rate-conserved",2804
"interior",-0.012348416410045,0.0452505636526472,90,6,"Rate-conserved",2804
"all",-0.012348416410045,0.0452505636526472,90,6,"Rate-conserved",2804
"interior",-0.041766909220085,0.0620450337785729,58,7,"Rate-conserved",2804
"leaf-incident",-0.418813310116171,0.418813310116171,1,7,"Rate-conserved",2804
"all",-0.0481575261844254,0.0680919537164983,59,7,"Rate-conserved",2804
"interior",-3.1203892217163e-05,0.0592266890343996,62,8,"Rate-conserved",2804
"all",-3.1203892217163e-05,0.0592266890343996,62,8,"Rate-conserved",2804
"interior",-0.0202039549863614,0.0441674205711393,84,9,"Rate-conserved",2804
"all",-0.0202039549863614,0.0441674205711393,84,9,"Rate-conserved",2804
"interior",0.00678094994346322,0.0549028553662586,94,10,"Rate-conserved",2804
"all",0.00678094994346322,0.0549028553662586,94,10,"Rate-conserved",2804
"interior",-0.0267786211804737,0.0508016870542159,79,11,"Rate-conserved",2804
"all",-0.0267786211804737,0.0508016870542159,79,11,"Rate-conserved",2804
"interior",-0.0206845786207114,0.0416282018410898,96,12,"Rate-conserved",2804
"all",-0.0206845786207114,0.0416282018410898,96,12,"Rate-conserved",2804
"interior",-0.0129589333534174,0.0505368670568362,88,13,"Rate-conserved",2804
"all",-0.0129589333534174,0.0505368670568362,88,13,"Rate-conserved",2804
"interior",-0.0187256470119804,0.0493054477963716,80,14,"Rate-conserved",2804
"all",-0.0187256470119804,0.0493054477963716,80,14,"Rate-conserved",2804
"interior",-0.00835207215700179,0.0464792929923022,83,15,"Rate-conserved",2804
"all",-0.00835207215700179,0.0464792929923022,83,15,"Rate-conserved",2804
"interior",-0.0251043135044418,0.0498640449059868,85,16,"Rate-conserved",2804
"all",-0.0251043135044418,0.0498640449059868,85,16,"Rate-conserved",2804
"interior",-0.0106523495244974,0.0406265828265507,76,17,"Rate-conserved",2804
"all",-0.0106523495244974,0.0406265828265507,76,17,"Rate-conserved",2804
"interior",-0.0242149534413226,0.0602578759155209,66,18,"Rate-conserved",2804
"leaf-incident",0.510354749741056,0.510354749741056,2,18,"Rate-conserved",2804
"all",-0.00849231511242914,0.0734960192633307,68,18,"Rate-conserved",2804
"interior",-0.0245605935270906,0.0580413055969246,79,19,"Rate-conserved",2804
"all",-0.0245605935270906,0.0580413055969246,79,19,"Rate-conserved",2804
"interior",-0.0217827828761931,0.0644554888043994,68,20,"Rate-conserved",2804
"all",-0.0217827828761931,0.0644554888043994,68,20,"Rate-conserved",2804
"interior",-0.0226963596408236,0.0469298096073113,91,21,"Rate-conserved",2804
"all",-0.0226963596408236,0.0469298096073113,91,21,"Rate-conserved",2804
"interior",-0.018928267622243,0.0330794884261703,104,22,"Rate-conserved",2804
"all",-0.018928267622243,0.0330794884261703,104,22,"Rate-conserved",2804
"interior",-0.0335232663446293,0.0518479810691001,90,23,"Rate-conserved",2804
"all",-0.0335232663446293,0.0518479810691001,90,23,"Rate-conserved",2804
"interior",-0.00698590841767866,0.0560120954616886,67,24,"Rate-conserved",2804
"all",-0.00698590841767866,0.0560120954616886,67,24,"Rate-conserved",2804
"interior",-0.0109965581225273,0.03858790426222,91,25,"Rate-conserved",2804
"all",-0.0109965581225273,0.03858790426222,91,25,"Rate-conserved",2804
"interior",-0.0134903654203963,0.0710675371767059,62,26,"Rate-conserved",2804
"all",-0.0134903654203963,0.0710675371767059,62,26,"Rate-conserved",2804
"interior",-0.0175968810488506,0.0460277210313933,84,27,"Rate-conserved",2804
"all",-0.0175968810488506,0.0460277210313933,84,27,"Rate-conserved",2804
"interior",-0.0286501974805589,0.0442698168747245,91,28,"Rate-conserved",2804
"all",-0.0286501974805589,0.0442698168747245,91,28,"Rate-conserved",2804
"interior",-0.0189249053933367,0.0444593289605003,74,29,"Rate-conserved",2804
"all",-0.0189249053933367,0.0444593289605003,74,29,"Rate-conserved",2804
"interior",-0.0200913105246501,0.0523017161198198,71,30,"Rate-conserved",2804
"all",-0.0200913105246501,0.0523017161198198,71,30,"Rate-conserved",2804
"interior",-0.0162682277219165,0.0488925567163955,86,31,"Rate-conserved",2804
"all",-0.0162682277219165,0.0488925567163955,86,31,"Rate-conserved",2804
"interior",-0.0350340125389553,0.059288485248778,72,32,"Rate-conserved",2804
"all",-0.0350340125389553,0.059288485248778,72,32,"Rate-conserved",2804
"interior",-0.011330308578844,0.0627810093471809,76,33,"Rate-conserved",2804
"all",-0.011330308578844,0.0627810093471809,76,33,"Rate-conserved",2804
"interior",-0.0158267875430431,0.0478207297294606,86,34,"Rate-conserved",2804
"all",-0.0158267875430431,0.0478207297294606,86,34,"Rate-conserved",2804
"interior",-0.00129241592666099,0.0391708769211607,92,35,"Rate-conserved",2804
"all",-0.00129241592666099,0.0391708769211607,92,35,"Rate-conserved",2804
"interior",-0.0193640273364723,0.0379219564545702,102,36,"Rate-conserved",2804
"all",-0.0193640273364723,0.0379219564545702,102,36,"Rate-conserved",2804
"interior",-0.0151363250592616,0.043469945354804,94,37,"Rate-conserved",2804
"all",-0.0151363250592616,0.043469945354804,94,37,"Rate-conserved",2804
"interior",-0.0150587079934518,0.0565470702814608,78,38,"Rate-conserved",2804
"all",-0.0150587079934518,0.0565470702814608,78,38,"Rate-conserved",2804
"interior",-0.0114713604187901,0.0551177839987969,69,39,"Rate-conserved",2804
"all",-0.0114713604187901,0.0551177839987969,69,39,"Rate-conserved",2804
"interior",-0.0214723826982588,0.0489563861591577,72,40,"Rate-conserved",2804
"all",-0.0214723826982588,0.0489563861591577,72,40,"Rate-conserved",2804
"interior",-0.0311967305303631,0.0471655074280468,67,41,"Rate-conserved",2804
"leaf-incident",0.231475216500982,0.231475216500982,1,41,"Rate-conserved",2804
"all",-0.0273339077799021,0.0498759443261782,68,41,"Rate-conserved",2804
"interior",-0.013456369197207,0.0484127767912321,77,42,"Rate-conserved",2804
"all",-0.013456369197207,0.0484127767912321,77,42,"Rate-conserved",2804
"interior",-0.00672324516748857,0.0497382165767942,77,43,"Rate-conserved",2804
"all",-0.00672324516748857,0.0497382165767942,77,43,"Rate-conserved",2804
"interior",-0.0308209270648266,0.0642979692825521,70,44,"Rate-conserved",2804
"all",-0.0308209270648266,0.0642979692825521,70,44,"Rate-conserved",2804
"interior",-0.0196767698408017,0.0671636931891421,75,45,"Rate-conserved",2804
"all",-0.0196767698408017,0.0671636931891421,75,45,"Rate-conserved",2804
